	supersense_category	text
13313	noun.group	policedepartment
13315	verb.body	affect
13316	noun.person	Keene
13319	noun.act	investigation
13321	noun.person	lounger
13322	verb.communication	couple
13323	noun.artifact	telegraphoffice
13325	verb.motion	comethrough
13327	verb.creation	conduct
13331	noun.artifact	fulfilment
13335	verb.emotion	enrage
13337	verb.communication	rankle
13341	verb.competition	closein
13342	noun.feeling	determination
13343	noun.event	bark
13344	verb.social	molest
13349	noun.plant	trunk
13352	verb.perception	lurk
13353	noun.animal	pack
13355	verb.perception	graze
13358	noun.event	presence
13362	verb.contact	putaside
13363	noun.attribute	reticence
13364	noun.event	happening
13372	noun.person	lineman
13374	verb.change	starthome
13375	noun.artifact	postoffice
13377	noun.time	delay
13382	noun.feeling	connexion
13384	verb.emotion	suck
13385	verb.change	engulf
13389	noun.person	Vermont
13390	noun.feeling	wish
13394	noun.act	position
13395	verb.social	do
13396	noun.quantity	nothing
13397	verb.cognition	take
13398	noun.act	action
13399	noun.person	harmboth
13400	noun.person	waitforexplanation
13401	noun.person	HENRYAKELY
13402	verb.change	deepen
13403	noun.communication	reply
13410	noun.person	sender
13412	noun.communication	signature
13413	verb.communication	misspell
13416	verb.stative	stop
13417	verb.communication	elaborate
13418	noun.act	gunfire
13422	noun.state	business
13423	verb.contact	hangon
13424	verb.social	scareoff
13425	noun.person	intruder
13426	verb.social	giveup
13428	verb.communication	write
13430	verb.communication	renew
13431	noun.act	offer
13439	verb.stative	holdoff
13440	verb.change	reconcile
13442	noun.location	birthplace
13444	verb.cognition	set
13445	noun.state	turmoil
13448	noun.act	exit
13450	verb.creation	mail
13451	noun.communication	encouragement
13456	noun.time	fullmoonseason
13461	verb.change	wane
13463	noun.time	Monday
13464	noun.person	dearwilmarth
13465	noun.person	P.S.
13469	verb.contact	landon
13470	verb.perception	tear
13471	verb.motion	geton
13472	noun.artifact	ell
13474	verb.contact	graze
13475	noun.location	mainline
13477	verb.motion	getclose
13478	verb.motion	divide
13481	noun.act	fire
13482	verb.competition	aim
13485	verb.contact	set
13487	noun.artifact	shot
13489	noun.artifact	kennel
13490	verb.communication	drop
13491	verb.emotion	kill
13492	noun.location	AKELEY
13495	verb.emotion	unnerved
13496	noun.act	loss
13498	noun.location	cloud
13499	noun.state	wane
13502	verb.communication	drownout
13504	verb.cognition	amountto
13510	verb.contact	smash
13511	noun.person	wish
13513	noun.group	board
13515	verb.motion	slipout
13518	noun.group	AKELEY
13522	noun.communication	substance
13524	noun.attribute	convincingness
13527	noun.communication	point
13529	verb.contact	blot
13530	noun.communication	composition
13531	noun.state	power
13534	noun.communication	type
13535	noun.person	BellowsFalls
13536	verb.communication	tell
13538	verb.communication	smash
13539	verb.motion	keepup
13541	verb.competition	braceup
13543	verb.stative	happen
13546	verb.communication	Braceup
13552	verb.change	evaporate
13556	noun.plant	woodshed
13557	verb.perception	leave
13559	noun.artifact	knot
13564	noun.location	village
13566	verb.motion	getinto
13567	verb.social	holdoff
13569	noun.location	BrattleboroP.O.
13570	noun.person	sonGeorgeGoodenoughAkeley
13571	noun.location	176PleasantSt.
13573	verb.motion	comeup
13576	noun.substance	poisongas
13579	noun.person	sheriff
13583	verb.creation	fake
13589	verb.body	laugh
13592	verb.motion	comewithin
13593	noun.quantity	a
13594	noun.artifact	mail
13596	verb.cognition	hear
13597	verb.communication	joke
13600	noun.artifact	pan
13605	noun.artifact	kodakpicture
13610	noun.communication	shame
13614	noun.person	sonGeorge
13616	verb.change	mixup
13617	noun.person	AKELEY
13618	verb.emotion	plunge
13619	verb.communication	scratchoff
13629	noun.group	court
13634	verb.stative	bedue
13635	noun.person	V.then
13637	verb.cognition	type
13638	noun.feeling	reassurance
13640	noun.communication	drama
13643	noun.state	flavour
13644	verb.communication	postmark
13647	noun.person	beginner
13648	verb.communication	type
13649	noun.person	tyro
13653	verb.change	relieve
13654	noun.communication	substratum
13657	noun.act	rapport
13658	noun.act	reversal
13661	verb.cognition	transcribe
13664	noun.time	Sept.
13670	verb.cognition	establish
13674	noun.communication	exchange
13678	verb.cognition	misjudge
13679	verb.cognition	misinterpret
13684	noun.cognition	misconception
13686	noun.attribute	background
13690	verb.cognition	shot
13691	noun.cognition	mark
13695	verb.stative	expand
13699	verb.creation	inflict
13700	noun.animal	alien
13704	noun.feeling	grudge
13707	verb.cognition	have
13711	verb.emotion	prejudiced
13712	verb.body	harm
13713	verb.social	wrong
13715	noun.cognition	erudition
13716	noun.person	Hastur
13717	noun.communication	YellowSign
13718	verb.cognition	tracking
13719	verb.social	injure
13720	noun.person	power
13721	noun.relation	dimension
13722	noun.person	aggressor
13724	verb.social	direct
13725	noun.group	OuterOnes
13726	noun.person	emissary
13727	noun.act	molestation
13728	noun.relation	rapport
13729	noun.artifact	invention
13731	noun.cognition	motion
13737	noun.communication	modus
13738	verb.contact	enslave
13739	verb.social	degrade
13742	noun.person	OuterOnes
13743	noun.person	interpreter
13745	verb.communication	callupon
13746	verb.change	transcend
13747	verb.cognition	regardas
13750	verb.change	revert
13753	noun.act	adventure
13755	noun.person	outerbeing
13761	verb.cognition	compose
13762	noun.substance	chlorophyll
13763	noun.substance	system
13766	noun.group	type
13768	noun.person	electron
13769	noun.act	vibration
13772	noun.artifact	camerafilm
13773	noun.artifact	emulsion
13774	noun.group	genus
13777	noun.act	transposition
13779	noun.body	Vermont
13782	noun.location	OldWorld
13785	noun.cognition	structure
13789	noun.person	form
13790	noun.location	hillcountry
13795	noun.cognition	focusse
13796	verb.social	facilitate
13799	noun.location	current
13801	noun.act	stepping-stone
13805	noun.attribute	reach
13806	noun.time	space
13807	noun.time	timeglobule
13809	noun.substance	atom
13812	noun.animal	humanbrain
13813	verb.contact	openup
13818	verb.cognition	stumbleupon
13820	verb.communication	goon
13821	verb.communication	rescind
13822	verb.emotion	invite
13823	noun.time	collegeterm
13824	verb.change	open
13825	verb.contact	bring
13829	verb.communication	mislay
13830	noun.artifact	negative
13831	verb.possession	supplement
13832	noun.artifact	addition
13834	verb.motion	comealong
13837	verb.communication	getto
13838	noun.artifact	trainservice
13842	noun.location	Greenfield
13846	verb.motion	leave
13847	verb.social	reach
13852	noun.attribute	stretch
13853	noun.artifact	Corona
13859	noun.person	HENRYW.AKELEY
13861	noun.location	Esq
13869	noun.cognition	overtone
13875	noun.feeling	complacency
13876	noun.feeling	exultation
13877	noun.communication	disclosure
13883	verb.motion	giveway
13886	noun.event	phase
13892	noun.event	mutation
13894	verb.cognition	reconcile
13895	noun.communication	supposition
13898	noun.communication	spelling
13900	noun.attribute	divergence
13901	noun.cognition	response
13902	noun.phenomenon	cataclysm
13904	noun.act	overturn
13907	noun.cognition	inquisitiveness
13908	verb.cognition	credit
13909	noun.attribute	spuriousness
13910	noun.attribute	willingness
13911	verb.communication	test
13912	noun.state	genuineness
13914	verb.change	situp
13915	noun.attribute	marvel
13916	verb.cognition	ache
13917	noun.attribute	succession
13921	verb.stative	repeat
13922	verb.social	face
13923	noun.communication	wonder
13924	noun.feeling	interest
13926	noun.attribute	storm
13927	noun.feeling	perplexity
13929	verb.change	diminish
13930	verb.change	opening
13931	noun.communication	vista
13933	verb.weather	flareup
13934	noun.state	contagion
13935	verb.emotion	shakeoff
13936	noun.attribute	limitation
13940	verb.motion	comeclose
13946	verb.emotion	tingle
13951	verb.cognition	summarise
13953	verb.communication	telegraph
13957	verb.communication	depart
13961	verb.possession	accept
13968	noun.time	p.m.—a
13969	verb.social	meeting
13971	verb.competition	guard
13974	noun.communication	endorsement
13975	verb.social	meet
13976	noun.time	WEDNESDAY
13977	noun.location	keepdestination
13982	noun.artifact	telephoneservice
13984	noun.act	authorship
13988	noun.cognition	preparation
13990	noun.communication	necessity
13995	verb.stative	demand
13998	noun.location	Waltham
13999	noun.location	Concord
14000	noun.location	ayer
14003	noun.location	Athol
14006	noun.person	transfer
14007	noun.feeling	breathlessness
14008	verb.motion	rumble
14009	noun.location	territory
14015	noun.artifact	billboard
14016	noun.attribute	modernity
14019	noun.event	outgrowth
14021	verb.change	fertilise
14024	noun.location	ConnecticutRiver
14025	noun.location	Northfield
14026	noun.location	ahead
14028	noun.person	conductor
14031	noun.time	daylighttime
14032	noun.location	scheme
14033	noun.time	calendar
14035	noun.location	Wantastiquet
14039	verb.motion	file
14044	noun.person	AkeleyFord
14045	verb.creation	divine
14047	noun.person	Mr.AlbertN.Wilmarth
14051	noun.artifact	snapshot
14052	noun.body	moustache
14057	noun.act	stead
14059	verb.communication	makeout
14060	noun.person	Mr.Noyes
14062	noun.communication	research
14063	noun.person	discovery
14064	verb.cognition	stamp
14066	verb.cognition	remember
14067	noun.person	hermitAkeley
14068	noun.attribute	availability
14070	verb.communication	deter
14074	noun.person	noyes
14077	noun.artifact	licenceplate
14078	noun.animal	codfish
14080	noun.person	transient
14083	verb.emotion	overflow
14084	noun.state	tensity
14086	verb.body	drowse
14090	noun.time	boyhood
14091	noun.communication	collocation
14092	noun.shape	steeple
14095	noun.artifact	viol
14096	noun.group	string
14097	noun.location	gateway
14098	verb.contact	pile
14099	noun.event	accumulation
14103	noun.cognition	senseof
14104	noun.state	constraint
14105	noun.feeling	forebode
14109	noun.cognition	survival
14110	verb.emotion	shiver
14116	noun.location	pocket
14117	noun.artifact	railwaytrack
14118	verb.stative	parallel
14119	verb.consumption	exhale
14121	noun.shape	sweep
14127	noun.attribute	verdure
14128	verb.contact	scale
14129	noun.object	crest
14132	verb.stative	leap
14137	noun.group	army
14142	noun.person	agency
14146	noun.attribute	virtue
14149	verb.creation	castoff
14150	noun.act	allegiance
14151	noun.attribute	unreality
14152	noun.feeling	caprice
14155	noun.event	stir
14156	noun.artifact	fountain
14158	noun.attribute	intimacy
14160	noun.attribute	abruptness
14161	noun.communication	hearsay
14163	verb.communication	harbour
14165	noun.person	titan
14166	noun.communication	glory
14168	noun.communication	imputation
14170	noun.communication	exhibit
14171	verb.change	wellup
14174	noun.cognition	abnormality
14175	verb.communication	postulate
14176	verb.motion	overbalance
14177	noun.feeling	ardour
14178	noun.act	delving
14183	noun.attribute	weirdness
14187	verb.communication	appreciate
14192	verb.emotion	reassure
14195	noun.object	wood
14196	verb.communication	pump
14203	verb.emotion	go
14205	noun.communication	excuse
14208	noun.event	arrival
14210	noun.plant	flower
14211	noun.animal	faery
14213	noun.artifact	hoary
14214	noun.plant	grove
14215	noun.plant	pasture
14216	verb.change	edge
14217	noun.plant	autumnal
14219	verb.stative	nestle
14222	noun.plant	meadow
14224	noun.attribute	glamour
14225	noun.substance	exhalation
14226	verb.contact	mantle
14228	noun.person	primitive
14229	noun.location	Sodoma
14230	noun.person	Leonardo
14232	noun.location	expanse
14234	verb.contact	burrow
14236	noun.cognition	necromancy
14237	verb.possession	inherit
14239	noun.quantity	standstill
14240	verb.contact	flaunt
14241	noun.artifact	storyhouse
14247	noun.communication	snapshot
14249	noun.artifact	mail-box
14251	verb.stative	soar
14261	verb.body	stretch
14262	verb.change	settledown
14263	noun.feeling	tension
14265	verb.change	maximum
14266	noun.act	beleaguering
14269	noun.act	discussion
14270	noun.cognition	world
14271	verb.emotion	cheer
14274	noun.animal	ichor
14276	noun.artifact	dog
14284	noun.communication	testimony
14287	verb.contact	cluttered
14289	verb.social	curb
14291	noun.artifact	brooks
14293	noun.plant	precipice
14294	noun.communication	menace
14297	verb.contact	snuffout
14298	noun.attribute	gust
14299	verb.perception	arrest
14301	noun.cognition	significance
14302	verb.perception	pore
14304	noun.location	OuterOnes
14306	noun.event	mark
14307	noun.person	nipper
14309	verb.communication	stamp
14314	noun.location	Akeley
14318	noun.location	Yuggoth
14319	verb.motion	pull
14320	verb.communication	stifle
14322	noun.act	reassurance
14328	noun.act	probing
14329	noun.location	forbid
14333	noun.state	asthma
14337	verb.emotion	hit
14338	verb.creation	accompany
14339	verb.motion	getabout
14341	verb.body	bandage
14342	noun.animal	beef-eater
14343	noun.time	today
14344	verb.stative	attend
14347	verb.perception	cast
14351	noun.location	Ford
14355	noun.animal	hen
14361	noun.communication	grunt
14365	noun.attribute	breeding
14371	noun.location	VII
14372	noun.communication	qualm
14375	noun.state	vibration
14376	noun.act	hack
14377	noun.communication	whispering
14379	noun.artifact	easy
14380	noun.event	blur
14381	verb.communication	greet
14385	verb.body	crop
14386	verb.change	mixed
14387	noun.feeling	sadness
14390	noun.person	delver
14393	verb.body	haveon
14394	noun.artifact	dress
14395	noun.artifact	gown
14396	verb.contact	swathe
14399	noun.communication	timbre
14401	verb.cognition	concentrate
14402	noun.communication	purport
14407	verb.communication	rise
14410	verb.change	have
14414	noun.artifact	dining
14417	verb.possession	takeout
14422	verb.emotion	please
14423	verb.stative	rest
14428	noun.communication	gulfs
14434	noun.time	futureepoch
14436	noun.Tops	live
14439	noun.object	orb
14442	verb.communication	direct
14443	noun.cognition	thought-current
14444	noun.object	Yuggoth
14445	noun.location	tower
14449	verb.change	shine
14452	verb.emotion	hurt
14453	verb.communication	hamper
14454	verb.emotion	confuse
14456	noun.food	Yuggoth
14459	noun.object	pitch
14462	noun.person	Dante
14468	noun.artifact	opening
14470	noun.location	Vermonthill
14471	noun.substance	world
14473	noun.substance	littenK’n
14474	noun.substance	littenYoth
14475	noun.substance	lightlessn’kai
14476	noun.location	n’kai
14477	noun.communication	Tsathoggua
14482	noun.person	priestKlarkash
14483	noun.person	ton
14484	noun.food	bite
14487	verb.contact	fetch
14489	verb.possession	deposit
14494	noun.feeling	familiarity
14497	verb.emotion	care
14501	verb.communication	gloat
14505	noun.feeling	vibration
14509	verb.creation	setout
14513	noun.food	cake
14515	noun.substance	Thermos
14516	noun.artifact	saucer
14517	verb.communication	testify
14519	noun.food	spoonful
14523	noun.food	repast
14524	noun.food	maltedmilk
14526	verb.perception	appreciate
14531	noun.time	nonce
14532	verb.cognition	drawupon
14537	verb.emotion	dare
14540	verb.stative	apply
14542	verb.creation	unfold
